mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
47	46	275/4	0.5	1/8	1/8	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
47	46	277/4	0.5	1/4	1/4	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
48	47	279/4	0.5	0	0	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
48	47	281/4	0.5	1/8	1/8	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
48	47	283/4	0.5	1/4	1/4	3/8	2	1	V6(9)		d	v		V6(9)		V		6	9				M	1	1	5, 2, 1	-4	1	5
49	48	285/4	0.5	0	0	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
49	48	287/4	0.5	1/8	1/8	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
49	48	289/4	0.5	1/4	1/4	3/8	2	1	V43		d	v		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
50	49	291/4	1.5	0	0	3/8	2	1	i		d	v		i		i							m	1	1	0, -3, 1		0	0
51	50	297/4	1.5	0	0	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
52	51	303/4	0.5	0	0	3/8	2	1	i		d	v		i		i							m	1	1	0, -3, 1		0	0
52	51	305/4	0.5	1/8	1/8	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
52	51	307/4	0.5	1/4	1/4	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
53	52	309/4	0.5	0	0	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
53	52	311/4	0.5	1/8	1/8	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
53	52	313/4	0.5	1/4	1/4	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
54	53	315/4	0.5	0	0	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
54	53	317/4	0.5	1/8	1/8	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
54	53	319/4	0.5	1/4	1/4	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
55	54	321/4	0.5	0	0	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
55	54	323/4	0.5	1/8	1/8	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
55	54	325/4	0.5	1/4	1/4	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
56	55	327/4	0.5	0	0	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
56	55	329/4	0.5	1/8	1/8	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
56	55	331/4	0.5	1/4	1/4	3/8	2	1	V6(9)		d	v		V6(9)		V		6	9				M	1	1	5, 2, 1	-4	1	5
57	56	333/4	0.5	0	0	3/8	2	1	V43(9)		d	v		V43(9)		V		43	9				Mm7	1	1	2, -1, 1, 5	-4	1	2
57	56	335/4	0.5	1/8	1/8	3/8	2	1	V6		d	v		V6		V		6					M	1	1	5, 2, 1		1	5
57	56	337/4	0.5	1/4	1/4	3/8	2	1	V43		d	v		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
58	57	339/4	1.5	0	0	3/8	2	1	i		d	v		i		i							m	1	1	0, -3, 1		0	0
59	58	345/4	1.5	0	0	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	59	351/4	1.5	0	0	3/8	2	1	VI		d	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
61	60	357/4	1.5	0	0	3/8	2	1	bII6		d	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
62	61	363/4	1.5	0	0	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
63	62	369/4	1.5	0	0	3/8	2	1	V2		d	v		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
64	63	375/4	0.5	0	0	3/8	2	1	i6		d	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
64	63	377/4	0.5	1/8	1/8	3/8	2	1	ii%7		d	v		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
64	63	379/4	0.5	1/4	1/4	3/8	2	1	VI64		d	v		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
65	64	381/4	0.5	0	0	3/8	2	1	ii%65		d	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
65	64	383/4	0.5	1/8	1/8	3/8	2	1	i6(+2)		d	v		i6(+2)		i		6	+2				m	1	1	-3, 1, 0	2	0	-3
65	64	385/4	0.5	1/4	1/4	3/8	2	1	ii%65		d	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
66	65	387/4	0.5	0	0	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
66	65	389/4	0.5	1/8	1/8	3/8	2	1	V65(9)/V		d	v		V65(9)/V		V		65	9	V			Mm7	1	1	6, 3, 0, 2	4	2	6
66	65	391/4	0.5	1/4	1/4	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
67	66	393/4	0.5	0	0	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
67	66	395/4	0.5	1/8	1/8	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
67	66	397/4	0.5	1/4	1/4	3/8	2	1	V		d	v		V		V							M	1	1	1, 5, 2		1	1
68	67	399/4	6.0	0	0	3/8	2	1	i|PAC}{		d	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
72	71	423/4	1.5	0	0	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
73	72	429/4	0.5	0	0	3/8	2	1	V7(4)		d	v		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
73	72	431/4	1.0	1/8	1/8	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
74	73	435/4	6.0	0	0	3/8	2	1	i		d	v		i		i							m	1	1	0, -3, 1		0	0
78	77	459/4	1.5	0	0	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
79	78	465/4	0.5	0	0	3/8	2	1	V7(4)		d	v		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
79	78	467/4	1.0	1/8	1/8	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
80	79	471/4	0.5	0	0	3/8	2	1	i|PAC}{		d	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
80	79	473/4	0.5	1/8	1/8	3/8	2	1	#viio(+2)		d	v		#viio(+2)		#vii	o		+2				o	1	1	5, 2, -1	0	5	5
80	79	475/4	0.5	1/4	1/4	3/8	2	1	V2/iv		d	v		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
81	80	477/4	0.5	0	0	3/8	2	1	iv6		d	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
81	80	479/4	0.5	1/8	1/8	3/8	2	1	i64		d	v		i64		i		64					m	1	1	1, 0, -3		0	1
81	80	481/4	0.5	1/4	1/4	3/8	2	1	V65/V		d	v		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
82	81	483/4	0.5	0	0	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
82	81	485/4	0.5	1/8	1/8	3/8	2	1	V		d	v		V		V							M	1	1	1, 5, 2		1	1
82	81	487/4	0.5	1/4	1/4	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
83	82	489/4	0.5	0	0	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
83	82	491/4	0.5	1/8	1/8	3/8	2	1	#vi%2		d	v		#vi%2		#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
83	82	493/4	0.5	1/4	1/4	3/8	2	1	V		d	v		V		V							M	1	1	1, 5, 2		1	1
84	83	495/4	0.5	0	0	3/8	2	1	i		d	v		i		i							m	1	1	0, -3, 1		0	0
84	83	497/4	0.5	1/8	1/8	3/8	2	1	#viio(+2)		d	v		#viio(+2)		#vii	o		+2				o	1	1	5, 2, -1	0	5	5
84	83	499/4	0.5	1/4	1/4	3/8	2	1	V2/iv		d	v		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
85	84	501/4	0.5	0	0	3/8	2	1	iv6		d	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
85	84	503/4	0.5	1/8	1/8	3/8	2	1	i64		d	v		i64		i		64					m	1	1	1, 0, -3		0	1
85	84	505/4	0.5	1/4	1/4	3/8	2	1	V65/V		d	v		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
86	85	507/4	0.5	0	0	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
86	85	509/4	0.5	1/8	1/8	3/8	2	1	V(9)		d	v		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
86	85	511/4	0.5	1/4	1/4	3/8	2	1	V(64)		d	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
87	86	513/4	0.5	0	0	3/8	2	1	V7		d	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
87	86	515/4	0.5	1/8	1/8	3/8	2	1	#vi%2		d	v		#vi%2		#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
87	86	517/4	0.5	1/4	1/4	3/8	2	1	V		d	v		V		V							M	1	1	1, 5, 2		1	1
88	87	519/4	6.0	0	0	3/8	2	1	i|PAC}		d	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
92	91	543/4	4.0	0	0	3/8	2	1	i.#viio7		d	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
94	93	559/4	0.5	1/4	1/4	3/8	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
95	94	561/4	0.5	0	0	3/8	2	1	V(64)		d	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
95	94	563/4	1.0	1/8	1/8	3/8	2	1	V{		d	i		V		V						{	M	1	1	1, 5, 2		1	1
96	95	567/4	4.5	0	0	3/8	2	1	#viio7/iv		d	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
99	98	585/4	1.5	0	0	3/8	2	1	V65/iv		d	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
100	99	591/4	5.5	0	0	3/8	2	1	iv		d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
103	102	613/4	0.5	1/4	1/4	3/8	2	1	ii%2		d	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
104	103	615/4	4.5	0	0	3/8	2	1	#viio7/v		d	i		#viio7/v		#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
107	106	633/4	1.5	0	0	3/8	2	1	V65/v		d	i		V65/v		V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
108	107	639/4	5.0	0	0	3/8	2	1	v		d	i		v		v							m	1	1	1, -2, 2		1	1
111	110	659/4	1.0	1/8	1/8	3/8	2	1	ii%65		d	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
112	111	663/4	1.5	0	0	3/8	2	1	#viio7		d	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
113	112	669/4	1.5	0	0	3/8	2	1	#viio65		d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
114	113	675/4	1.5	0	0	3/8	2	1	#viio43		d	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
115	114	681/4	0.75	0	0	3/8	2	1	#viio7		d	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
115	114	171	2.25	3/16	3/16	3/8	2	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
117	116	693/4	1.5	0	0	3/8	2	1	i		d	i		i		i							m	1	1	0, -3, 1		0	0
118	117	699/4	1.5	0	0	3/8	2	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
119	118	705/4	1.5	0	0	3/8	2	1	iio/vii		d	i		iio/vii		ii	o			vii			o	1	1	0, -3, -6		0	0
120	119	711/4	1.5	0	0	3/8	2	1	#viio65/vii		d	i		#viio65/vii		#vii	o	65		vii			o7	1	1	0, -3, -6, 3		3	0
121	120	717/4	1.5	0	0	3/8	2	1	#viio43/vii		d	i		#viio43/vii		#vii	o	43		vii			o7	1	1	-3, -6, 3, 0		3	-3
122	121	723/4	1.5	0	0	3/8	2	1	#viio7/vii		d	i		#viio7/vii		#vii	o	7		vii			o7	1	1	3, 0, -3, -6		3	3
123	122	729/4	0.75	0	0	3/8	2	1	iio64/vii		d	i		iio64/vii		ii	o	64		vii			o	1	1	-6, 0, -3		0	-6
123	122	183	2.25	3/16	3/16	3/8	2	1	vii6		d	i		vii6		vii		6					m	1	1	-5, -1, -2		-2	-5
125	124	741/4	1.5	0	0	3/8	2	1	vii64		d	i		vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
126	125	747/4	3.0	0	0	3/8	2	1	vii		d	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
128	127	759/4	1.5	0	0	3/8	2	1	#viio7/vi		d	i		#viio7/vi		#vii	o	7		vi			o7	1	1	1, -2, -5, -8		1	1
129	128	765/4	1.5	0	0	3/8	2	1	#viio65/vi		d	i		#viio65/vi		#vii	o	65		vi			o7	1	1	-2, -5, -8, 1		1	-2
130	129	771/4	1.5	0	0	3/8	2	1	#viio43/vi		d	i		#viio43/vi		#vii	o	43		vi			o7	1	1	-5, -8, 1, -2		1	-5
131	130	777/4	0.75	0	0	3/8	2	1	#viio7/vi		d	i		#viio7/vi		#vii	o	7		vi			o7	1	1	1, -2, -5, -8		1	1
131	130	195	0.75	3/16	3/16	3/8	2	1	vi6		d	i		vi6		vi		6					m	1	1	-7, -3, -4		-4	-7
132	131	783/4	1.5	0	0	3/8	2	1	vi		d	i		vi		vi							m	1	1	-4, -7, -3		-4	-4
133	132	789/4	1.5	0	0	3/8	2	1	vi6		d	i		vi6		vi		6					m	1	1	-7, -3, -4		-4	-7
134	133	795/4	1.5	0	0	3/8	2	1	vi		d	i		vi		vi							m	1	1	-4, -7, -3		-4	-4
135	134	801/4	1.5	0	0	3/8	2	1	vi6		d	i		vi6		vi		6					m	1	1	-7, -3, -4		-4	-7
136	135	807/4	1.5	0	0	3/8	2	1	iv7/vi		d	i		iv7/vi		iv		7		vi			mm7	1	1	-5, -8, -4, -7		-5	-5
137	136	813/4	1.5	0	0	3/8	2	1	iv65/vi		d	i		iv65/vi		iv		65		vi			mm7	1	1	-8, -4, -7, -5		-5	-8
138	137	819/4	1.5	0	0	3/8	2	1	iv64/vi		d	i		iv64/vi		iv		64		vi			m	1	1	-4, -5, -8		-5	-4
139	138	825/4	0.75	0	0	3/8	2	1	iv7/vi		d	i		iv7/vi		iv		7		vi			mm7	1	1	-5, -8, -4, -7		-5	-5
139	138	207	0.75	3/16	3/16	3/8	2	1	vi		d	i		vi		vi							m	1	1	-4, -7, -3		-4	-4
140	139	831/4	1.5	0	0	3/8	2	1	vi64		d	i		vi64		vi		64					m	1	1	-3, -4, -7		-4	-3
141	140	837/4	1.5	0	0	3/8	2	1	vi		d	i		vi		vi							m	1	1	-4, -7, -3		-4	-4
142	141	843/4	1.5	0	0	3/8	2	1	vi6		d	i		vi6		vi		6					m	1	1	-7, -3, -4		-4	-7
143	142	849/4	1.5	0	0	3/8	2	1	vi64		d	i		vi64		vi		64					m	1	1	-3, -4, -7		-4	-3
144	143	855/4	3.0	0	0	3/8	2	1	bIV		d	i		bIV		bIV							M	1	1	-8, -4, -7		-8	-8
146	145	867/4	2.25	0	0	3/8	2	1	V65/bV		d	i		V65/bV		V		65		bV			Mm7	1	1	-1, -4, -7, -5		-5	-1
147	146	219	0.75	3/16	3/16	3/8	2	1	bV64		d	i		bV64		bV		64					M	1	1	-5, -6, -2		-6	-5
148	147	879/4	3.0	0	0	3/8	2	1	bV		d	i		bV		bV							M	1	1	-6, -2, -5		-6	-6
150	149	891/4	3.0	0	0	3/8	2	1	V65/vi		d	i		V65/vi		V		65		vi			Mm7	1	1	1, -2, -5, -3		-3	1
152	151	903/4	4.5	0	0	3/8	2	1	i/vi|PAC}{		d	i		i/vi		i				vi	PAC	}{	m	1	1	-4, -7, -3		-4	-4
155	154	921/4	1.0	0	0	3/8	2	1	V/vi		d	i		V/vi		V				vi			M	1	1	-3, 1, -2		-3	-3
155	154	925/4	0.5	1/4	1/4	3/8	2	1	V7/vi		d	i		V7/vi		V		7		vi			Mm7	1	1	-3, 1, -2, -5		-3	-3
156	155	927/4	1.0	0	0	3/8	2	1	V/vi		d	i		V/vi		V				vi			M	1	1	-3, 1, -2		-3	-3
156	155	931/4	0.5	1/4	1/4	3/8	2	1	V7/vi		d	i		V7/vi		V		7		vi			Mm7	1	1	-3, 1, -2, -5		-3	-3
157	156	933/4	1.0	0	0	3/8	2	1	V/vi		d	i		V/vi		V				vi			M	1	1	-3, 1, -2		-3	-3
157	156	937/4	0.5	1/4	1/4	3/8	2	1	V7/vi		d	i		V7/vi		V		7		vi			Mm7	1	1	-3, 1, -2, -5		-3	-3
158	157	939/4	1.0	0	0	3/8	2	1	V/vi		d	i		V/vi		V				vi			M	1	1	-3, 1, -2		-3	-3
158	157	943/4	0.5	1/4	1/4	3/8	2	1	V7/vi		d	i		V7/vi		V		7		vi			Mm7	1	1	-3, 1, -2, -5		-3	-3
159	158	945/4	4.5	0	0	3/8	2	1	i/vi		d	i		i/vi		i				vi			m	1	1	-4, -7, -3		-4	-4
162	161	963/4	3.0	0	0	3/8	2	1	bIV6		d	i		bIV6		bIV		6					M	1	1	-4, -7, -8		-8	-4
164	163	975/4	3.0	0	0	3/8	2	1	viio43/III		d	i		viio43/III		vii	o	43		III			o7	1	1	-4, -7, 2, -1		2	-4
166	165	987/4	6.0	0	0	3/8	2	1	Ger6		d	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
170	169	1011/4	1.5	0	0	3/8	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
171	170	1017/4	1.5	0	0	3/8	2	1	i(#11)		d	i		i(#11)		i			#11				m	1	1	0, -3, 1	6	0	0
172	171	1023/4	1.5	0	0	3/8	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
173	172	1029/4	1.5	0	0	3/8	2	1	i(#11)		d	i		i(#11)		i			#11				m	1	1	0, -3, 1	6	0	0
174	173	1035/4	1.0	0	0	3/8	2	1	V|HC}{		d	i		V		V					HC	}{	M	1	1	1, 5, 2		1	1
174	173	1039/4	0.5	1/4	1/4	3/8	2	1	V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
175	174	1041/4	1.5	0	0	3/8	2	1	V2(9)		d	i		V2(9)		V		2	9				Mm7	1	1	-1, 1, 5, 2	-4	1	-1
176	175	1047/4	1.5	0	0	3/8	2	1	V65		d	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
177	176	1053/4	1.5	0	0	3/8	2	1	i		d	i		i		i							m	1	1	0, -3, 1		0	0
178	177	1059/4	1.0	0	0	3/8	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
178	177	1063/4	0.5	1/4	1/4	3/8	2	1	V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
179	178	1065/4	1.5	0	0	3/8	2	1	V2(9)		d	i		V2(9)		V		2	9				Mm7	1	1	-1, 1, 5, 2	-4	1	-1
180	179	1071/4	1.5	0	0	3/8	2	1	V65		d	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
181	180	1077/4	1.5	0	0	3/8	2	1	i		d	i		i		i							m	1	1	0, -3, 1		0	0
182	181	1083/4	1.0	0	0	3/8	2	1	V/iv		d	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
