mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	94		
16	16	45	45	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	95		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	96		
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	97		
17	17	48	48	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	98		
17	17	48	48	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	99		
17	17	48	48	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	100		
17	17	48	48	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	101		
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	102		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	103		
18	18	51	51	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	104		
18	18	51	51	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	105		
18	18	51	51	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	106		
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	107		
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	108		
19	19	54	54	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	109		
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	110		
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	111		
19	19	54	54	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	112		
19	19	54	54	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	113		
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	114		
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	115		
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	116		articStaccatoAbove
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	117		articStaccatoAbove
20	20	57	57	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	118		
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	119		
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	120		
21	21	60	60	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	121	<	
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	122		
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	123		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	124		
21	21	60	60	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	125		
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	126	<	
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	127		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	128	[	
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	129		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	130		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	131		
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	132		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	133		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	134		
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	135		
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	136		
23	23	66	66	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	137		
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	138		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	139		
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	140		
23	23	66	66	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	141		
24	24	69	69	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	142		
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	143		
24	24	69	69	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	144		
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	145	] p	
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	146		
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	147		
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	148		
24	24	69	69	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	149		
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	150		
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	151		
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	152		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	153		
25	25	72	72	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	154		
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	155		
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	156		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	157		
25	25	72	72	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	158		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	159		
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	160		
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	161		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	162	sf	
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	163		
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	164		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	165		
26	26	75	75	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	166		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	167		
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	168		
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	169		
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	170		
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	171		
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	172		
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	173		
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	174		
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	175		
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	176		
27	27	78	78	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	177		
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	178		
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	179		
28	28	82	82	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	180		
28	28	247/3	247/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	181		
28	28	248/3	248/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	182		
28	28	83	83	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	183		
28	28	250/3	250/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	184		
28	28	251/3	251/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	185	<	
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	186		
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	187		
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	188		
29	29	84	84	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	189		
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	190		
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	191		
29	29	86	86	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	192		
29	29	84	84	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	193		
30	30	87	87	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	194	<	
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	195		
30	30	89	89	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	196	[	
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	197		
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	198		
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	199		
30	30	87	87	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	200		
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	201		
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	202		
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	203		
31	31	91	91	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	204	sf >	
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	205		
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	206		
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	207		
31	31	90	90	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	208		
32	32	93	93	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	209		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	210	p	
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	211		
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	212		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	213		
32	32	93	93	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	214		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	215		
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	216		
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	217		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	218	sf	
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	219		
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	220		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	221		
33	33	96	96	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	222		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	223		
34	34	99	99	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	224		
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	225		
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	226	sf	
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	227		
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	228		
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	229		
34	34	99	99	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	230		
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	231		
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	232		
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	233		
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	234		
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	235		
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	236		
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	237		
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	238		
35	35	102	102	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	239		
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	240		
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	241		
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	242	<	
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	243		
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	244		
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	245		
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	246		
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	247		
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	248		
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	249		
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	250		
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	251	sf	
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	252		
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	253		
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	254		
37	37	108	108	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	255		
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	256		
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	257		
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	258		
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	259	sf	
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	260		
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	261		
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	262		
38	38	111	111	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	263		
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	264		
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	265		articStaccatoBelow
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	266		articStaccatoAbove
39	39	114	114	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	267		articStaccatoBelow
40	40	117	117	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	268		
40	40	117	117	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	269	sfp	
40	40	117	117	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	270		
40	40	117	117	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	271		
41	41	120	120	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	272		
41	41	120	120	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	273		
41	41	120	120	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	274		
41	41	120	120	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	275		
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	276		
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	277		
42	42	249/2	249/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	278		
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	279		
42	42	123	123	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	280		
42	42	123	123	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	281		
42	42	123	123	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	282		
43	43	126	126	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	283		
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	284		
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	285		
43	43	126	126	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	286		
44	44	129	129	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	287		
44	44	129	129	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	288	sfp	
44	44	129	129	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	289		
44	44	129	129	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	290		
45	45	132	132	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	291		
45	45	132	132	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	292		
45	45	132	132	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	293		
45	45	132	132	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	294		
46	46	135	135	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	295		
46	46	136	136	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	296		
46	46	273/2	273/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	297		
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	298		
46	46	135	135	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	299		
46	46	135	135	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	300		
46	46	135	135	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	301		
47	47	138	138	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	302		
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	303		
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	304		
47	47	138	138	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	305		
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	306		
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	307		
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	308		
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	309		
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	310		
48	48	141	141	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	311	fp	
48	48	141	141	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	312		
