mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	decrescendo_hairpin	diminuendo_line	crescendo_line
5	5	35/2	35/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	69								
5	5	18	18	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	70								
5	5	37/2	37/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	71								
5	5	19	19	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	72								
5	5	39/2	39/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	73								
6	6	20	20	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	74								
6	6	41/2	41/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	75								
6	6	21	21	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	76								
6	6	43/2	43/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	77								
6	6	22	22	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	78								
6	6	45/2	45/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	79								
6	6	23	23	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	80								
6	6	47/2	47/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	81								
6	6	20	20	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	82								
6	6	41/2	41/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	83								
6	6	21	21	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	84								
6	6	43/2	43/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	85								
6	6	22	22	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	86								
6	6	45/2	45/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	87								
6	6	23	23	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	88								
6	6	47/2	47/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	89								
7	7	24	24	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	90				2				
7	7	51/2	51/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	91				2				
7	7	103/4	103/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	92				2				
7	7	26	26	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	93			articStaccatoAbove					
7	7	24	24	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	94								
7	7	49/2	49/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	95								
7	7	25	25	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	96								
7	7	51/2	51/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	97								
7	7	26	26	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	98								
7	7	53/2	53/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	99								
7	7	27	27	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	100								
7	7	55/2	55/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	101								
8	8	28	28	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	102								
8	8	28	28	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	103				3				
8	8	29	29	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	104				3				
8	8	117/4	117/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	105				3				
8	8	59/2	59/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	106				3				
8	8	119/4	119/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	107				3				
8	8	30	30	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	108			articStaccatoAbove					
8	8	28	28	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	109								
8	8	57/2	57/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	110								
8	8	29	29	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	111								
8	8	59/2	59/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	112								
8	8	30	30	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	113								
8	8	61/2	61/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	114								
8	8	31	31	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	115								
8	8	63/2	63/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	116								
9	9	32	32	0.0		0	0	Spanner	4/4	1	1	0												0
9	9	32	32	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	117								0
9	9	32	32	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	118								0
9	9	35	35	0.0		3/4	3/4	Spanner	4/4	1	1	0												
9	9	35	35	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	119								
9	9	141/4	141/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	120								
9	9	71/2	71/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	121								
9	9	143/4	143/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	122								
9	9	32	32	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	123								
9	9	65/2	65/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	124								
9	9	33	33	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	125								
9	9	67/2	67/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	126								
9	9	34	34	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	127								
9	9	69/2	69/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	128								
9	9	35	35	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	129								
9	9	71/2	71/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	130								
10	10	36	36	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	131								
10	10	145/4	145/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	132								
10	10	73/2	73/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	133								
10	10	147/4	147/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	134								
10	10	37	37	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	135								
10	10	149/4	149/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	136								
10	10	75/2	75/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	137								
10	10	151/4	151/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	138								
10	10	38	38	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	139								
10	10	153/4	153/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	140								
10	10	77/2	77/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	141								
10	10	155/4	155/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	142								
10	10	39	39	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	143								
10	10	157/4	157/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	144								
10	10	79/2	79/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	145								
10	10	159/4	159/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	146								
10	10	36	36	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	147								
10	10	73/2	73/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	148								
10	10	37	37	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	149								
10	10	75/2	75/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	150								
10	10	38	38	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	151								
10	10	77/2	77/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	152								
10	10	39	39	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	153								
10	10	79/2	79/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	154								
11	11	40	40	0.0		0	0	Dynamic	4/4	1	1	0						f						
11	11	40	40	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	155	f							
11	11	161/4	161/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	156								
11	11	81/2	81/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	157								
11	11	163/4	163/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	158								
11	11	41	41	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	159								
11	11	165/4	165/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	160								
11	11	83/2	83/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	161								
11	11	167/4	167/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	162								
11	11	42	42	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	163								
11	11	169/4	169/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	164								
11	11	85/2	85/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	165								
11	11	171/4	171/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	166								
11	11	43	43	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	167								
11	11	173/4	173/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	168								
11	11	87/2	87/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	169								
11	11	175/4	175/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	170								
11	11	40	40	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	171								
11	11	41	41	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	172								
11	11	43	43	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	173								
11	11	87/2	87/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	174								
11	11	175/4	175/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	175								
12	12	44	44	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	176								
12	12	45	45	0.0		1/4	1/4	Spanner	4/4	1	1	0											0	
12	12	45	45	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	177							0	
12	12	91/2	91/2	0.0		3/8	3/8	Spanner	4/4	1	1	0												
12	12	46	46	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	178								
12	12	47	47	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	179								
12	12	44	44	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	180								
12	12	45	45	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	181								
12	12	46	46	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	182								
12	12	47	47	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	183								
13	13	48	48	0.0		0	0	Dynamic	4/4	1	1	0						p						
13	13	48	48	4.0		0	0	Chord	4/4	1	1	1		1	1	184	p							
13	13	48	48	4.0		0	0	Chord	4/4	2	1	1		1	1	185								
14	14	52	52	0.0		0	0	Dynamic	4/4	1	1	0						pp						
14	14	52	52	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	186	pp							
14	14	209/4	209/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	187								
14	14	105/2	105/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	188								
14	14	211/4	211/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	189								
14	14	53	53	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	190								
14	14	213/4	213/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	191								
14	14	107/2	107/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	192								
14	14	215/4	215/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	193								
14	14	54	54	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	194								
14	14	217/4	217/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	195								
14	14	109/2	109/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	196								
14	14	219/4	219/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	197								
14	14	55	55	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	198								
14	14	221/4	221/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	199								
14	14	111/2	111/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	200								
14	14	223/4	223/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	201								
14	14	52	52	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	202								
14	14	105/2	105/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	203								
14	14	211/4	211/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	204								
14	14	53	53	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	205								
14	14	213/4	213/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	206								
14	14	107/2	107/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	207								
14	14	215/4	215/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	208								
14	14	54	54	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	209								
14	14	217/4	217/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	210								
14	14	109/2	109/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	211								
14	14	219/4	219/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	212								
14	14	55	55	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	213								
14	14	221/4	221/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	214								
14	14	111/2	111/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	215								
14	14	223/4	223/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	216								
15	15	56	56	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	217								
15	15	225/4	225/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	218								
15	15	113/2	113/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	219								
15	15	227/4	227/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	220								
15	15	57	57	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	221								
15	15	229/4	229/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	222								
15	15	115/2	115/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	223								
15	15	231/4	231/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	224								
15	15	58	58	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	225								
15	15	233/4	233/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	226								
15	15	117/2	117/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	227								
15	15	235/4	235/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	228								
15	15	59	59	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	229								
15	15	237/4	237/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	230								
15	15	119/2	119/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	231								
15	15	239/4	239/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	232								
15	15	56	56	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	233								
15	15	225/4	225/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	234								
15	15	113/2	113/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	235								
15	15	227/4	227/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	236								
15	15	57	57	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	237								
15	15	229/4	229/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	238								
15	15	115/2	115/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	239								
15	15	231/4	231/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	240								
15	15	58	58	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	241								
15	15	233/4	233/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	242								
15	15	117/2	117/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	243								
15	15	235/4	235/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	244								
15	15	59	59	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	245								
15	15	237/4	237/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	246								
15	15	119/2	119/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	247								
15	15	239/4	239/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	248								
16	16	60	60	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	249				4				
16	16	123/2	123/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	250				4				
16	16	247/4	247/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	251				4				
16	16	62	62	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	252			articStaccatoBelow					
16	16	60	60	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	253								
16	16	241/4	241/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	254								
16	16	121/2	121/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	255								
16	16	243/4	243/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	256								
16	16	61	61	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	257								
16	16	245/4	245/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	258								
16	16	123/2	123/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	259								
16	16	247/4	247/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	260								
16	16	62	62	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	261								
16	16	249/4	249/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	262								
16	16	125/2	125/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	263								
16	16	251/4	251/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	264								
16	16	63	63	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	265								
16	16	253/4	253/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	266								
16	16	127/2	127/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	267								
16	16	255/4	255/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	268								
17	17	64	64	0.0		0	0	Chord	4/4	1	1	0	grace16	1/16	1	269								
17	17	64	64	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	270				5				
17	17	65	65	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	271				5				
17	17	261/4	261/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	272				5				
17	17	131/2	131/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	273				5				
17	17	263/4	263/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	274				5				
17	17	66	66	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	275			articStaccatoAbove					
17	17	64	64	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	276								
17	17	257/4	257/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	277								
17	17	129/2	129/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	278								
17	17	259/4	259/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	279								
17	17	65	65	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	280								
17	17	261/4	261/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	281								
17	17	131/2	131/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	282								
