mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	52		articStaccatoBelow				
5	5	14	14	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	53		articStaccatoBelow				
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	54		articStaccatoBelow				
6	6	15	15	0.0	0	0	Dynamic	3/4	1	1	0					sf					
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	55			3			
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	56			3			
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	57						
6	6	15	15	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	58			4			
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	59			4			
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	60			4			
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	61			4			
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	62			4			
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	63						
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	64			5			
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	65			5			
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	66						
6	6	15	15	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	67			6			
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	68			6			
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	69			6			
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	70			6			
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	71			6			
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	72						
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	73			7			
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	74			7			
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	75			7			
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	76		ornamentTurn				
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	77						
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	78						
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	79						
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	80						
7	7	18	18	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	81			8			
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	82						
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	83						
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	84						
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	85			9			
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	86						
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	87		articStaccatoBelow	10			
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	88		articStaccatoBelow	10			
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	89		articStaccatoBelow				
8	8	21	21	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	90						
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	91						
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	92						
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	93						
8	8	21	21	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	94						
9	9	24	24	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	95						
9	9	26	26	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	96						
9	9	26	26	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	97						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	98						
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	99			11			
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	100			11			
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	101			11			
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	102			11			
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	103						
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	104						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	105						
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	106						
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	107						
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	108						
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	109						
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	110						
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	111						
10	10	27	27	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	112						
10	10	27	27	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	113						
10	10	29	29	0.0	1/2	1/2	Chord	3/4	2	2	0	grace16after	1/16	1	114						
10	10	29	29	0.0	1/2	1/2	Chord	3/4	2	2	0	grace16after	1/16	1	115						
10	10	29	29	0.0	1/2	1/2	Chord	3/4	2	2	0	grace16	1/16	1	116						
10	10	29	29	0.0	1/2	1/2	Chord	3/4	2	2	0	grace16	1/16	1	117						
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	118		ornamentTrill				
11	11	30	30	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	119						
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	120		ornamentTrill				
11	11	30	30	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	121						
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	122						
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	123						
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	124						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	125						
11	11	65/2	65/2	0.0	5/8	5/8	Chord	3/4	1	2	0	grace16after	1/16	1	126						
11	11	65/2	65/2	0.0	5/8	5/8	Chord	3/4	1	2	0	grace16after	1/16	1	127						
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	128						
11	11	30	30	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	129						
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	130						
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	131						
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	132						
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	133						
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	134						
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	135			12			
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	136			12			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	137						
12	12	33	33	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	138						
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	139						
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	140						
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	141						
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	142						
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	143						
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	144						
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	145						
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	146						
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	147						
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	148						
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	149						
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	150						
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	151						
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	152						
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	153						
13	13	36	36	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	154		articStaccatoBelow				
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	155		articStaccatoBelow				
13	13	37	37	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	156		articStaccatoBelow				
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	157		articStaccatoBelow				
13	13	38	38	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	158		articStaccatoBelow				
13	13	77/2	77/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	159		articStaccatoBelow				
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	160						
14	14	40	40	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf					
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	161						
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	162						
14	14	40	40	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	163						
14	14	39	39	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	164		articStaccatoBelow				
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	165		articStaccatoBelow				
14	14	40	40	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	166		articStaccatoBelow				
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	167		articStaccatoBelow				
14	14	41	41	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	168		articStaccatoBelow				
14	14	83/2	83/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	169						
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	170						
15	15	43	43	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf					
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	171						
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	172						
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	173						
15	15	42	42	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	174		articStaccatoBelow				
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	175		articStaccatoBelow				
15	15	43	43	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	176		articStaccatoBelow				
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	177		articStaccatoBelow				
15	15	44	44	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	178		articStaccatoBelow				
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	179		articStaccatoBelow				
16	16	46	46	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf					
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	180			13			
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	181						
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	182						
16	16	47	47	0.0	1/2	1/2	Dynamic	3/4	1	2	0					sf					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	183						
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	184						
16	16	46	46	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	185						
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	186						
16	16	45	45	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	187		articStaccatoBelow				
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	2	2	1/16		1/16	1	188		articStaccatoBelow				
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	189		articStaccatoBelow				
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	190		articStaccatoBelow				
16	16	47	47	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	191		articStaccatoBelow				
16	16	95/2	95/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	192		articStaccatoBelow				
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	193			13			
17	17	49	49	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f		13			
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	194			13			
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	195			13			
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	196			14			
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	197						
17	17	48	48	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	198						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	199						
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	200			15			
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	201			15			
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	202			15			
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	203			15			
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	204			15			
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	205						
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	206			16			
18	18	103/2	103/2	0.0	1/8	1/8	Spanner	3/4	1	1	0										0
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	207						0
18	18	52	52	0.0	1/4	1/4	Spanner	3/4	1	1	0										
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	208						
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	209						
18	18	51	51	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	210						
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	211						
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	212			17			
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	213			17			
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	214			17			
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	215						
18	18	51	51	0.0	0	0	Dynamic	3/4	2	1	0					ff					
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	216			18			
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	217						
18	18	52	52	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p					
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	218						
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	219			19			
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	220			20			
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	221						
19	19	111/2	111/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p					
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	222			21			
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	223			21			
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	224						
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	225			19			
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	226			19			
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	227			19			
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	228						
19	19	54	54	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	229						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	230						
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	231			22			
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	232			22			
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	233						
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	234			23			
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	235			23			
20	20	59	59	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	236			23			
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	237			23			
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	238			23			
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	239						
20	20	57	57	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	240						
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	241			24			
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	242						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	243						
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	244		ornamentTurn	25			
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	245			25			
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	246						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	247						
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	248			26			
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	249			26			
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	250			26			
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	251			26			
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	252			26			
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	253						
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	254			27			
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	255						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	256						
22	22	63	63	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	257			28			
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	258		ornamentTurn	28			
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	259			28			
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	260						
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	261			29			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	262			29			
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	263						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	264						
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	265						
22	22	63	63	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	266						
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	267						
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	268						
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	269						
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	270						
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	271						
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	272						
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	273						
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	274						
