mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
55	55	163	163	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	742					2					
55	55	653/4	653/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	743					2					
55	55	327/2	327/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	744					2					
55	55	655/4	655/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	745					2					
55	55	164	164	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	746					2					
55	55	657/4	657/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	747					2					
55	55	329/2	329/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	748					2					
55	55	659/4	659/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	749					2					
55	55	162	162	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	750				43						
55	55	163	163	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	751				43						
55	55	327/2	327/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	752				43						
55	55	329/2	329/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	753										
55	55	162	162	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	754										
56	56	165	165	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	755				42	2					
56	56	333/2	333/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	756					2					
56	56	165	165	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	757					2					
56	56	661/4	661/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	758					2					
56	56	331/2	331/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	759					2					
56	56	663/4	663/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	760					2					
56	56	166	166	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	761					2					
56	56	665/4	665/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	762					2					
56	56	333/2	333/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	763					2					
56	56	667/4	667/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	764					2					
56	56	167	167	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	765					2					
56	56	669/4	669/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	766					2					
56	56	335/2	335/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	767					2					
56	56	671/4	671/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	768					2					
56	56	165	165	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	769				44						
56	56	166	166	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	770				44						
56	56	333/2	333/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	771				44						
56	56	335/2	335/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	772										
56	56	165	165	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	773										
57	57	168	168	0.0		0	0	Spanner	6/8	1	1	0														
57	57	168	168	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	774										
57	57	673/4	673/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	775										
57	57	337/2	337/2	0.16666666666666666		1/8	1/8	Chord	6/8	1	1	1/24		1/16	2/3	776										
57	57	506/3	506/3	0.16666666666666666		1/6	1/6	Chord	6/8	1	1	1/24		1/16	2/3	777										
57	57	1013/6	1013/6	0.16666666666666666		5/24	5/24	Chord	6/8	1	1	1/24		1/16	2/3	778										
57	57	169	169	0.16666666666666666		1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	779										
57	57	1015/6	1015/6	0.16666666666666666		7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	780										
57	57	508/3	508/3	0.16666666666666666		1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	781										
57	57	339/2	339/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	782										
57	57	679/4	679/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	783										
57	57	170	170	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	784										
57	57	681/4	681/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	785										
57	57	341/2	341/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	786										
57	57	683/4	683/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	787										
57	57	168	168	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	788										
57	57	168	168	0.5		0	0	Chord	6/8	2	2	1/8		1/8	1	789										
57	57	337/2	337/2	0.5		1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	790										
57	57	169	169	0.5		1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	791										
57	57	339/2	339/2	0.5		3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	792										
57	57	170	170	0.5		1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	793										
57	57	341/2	341/2	0.5		5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	794										
58	58	171	171	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	795										
58	58	685/4	685/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	796										
58	58	343/2	343/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	797										
58	58	687/4	687/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	798										
58	58	172	172	0.16666666666666666		1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	799										
58	58	1033/6	1033/6	0.16666666666666666		7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	800										
58	58	517/3	517/3	0.16666666666666666		1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	801										
58	58	345/2	345/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	802										
58	58	691/4	691/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	803										
58	58	173	173	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	804										
58	58	1039/6	1039/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	805										
58	58	520/3	520/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	806										
58	58	347/2	347/2	0.16666666666666666		5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	807										
58	58	521/3	521/3	0.16666666666666666		2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	808										
58	58	1043/6	1043/6	0.16666666666666666		17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	809										
58	58	343/2	343/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	810										
58	58	172	172	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	811										
58	58	345/2	345/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	812										
58	58	173	173	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	813										
58	58	347/2	347/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	814										
59	59	174	174	0.0		0	0	Spanner	6/8	1	1	0										3				
59	59	174	174	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	815						3				
59	59	697/4	697/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	816						3				
59	59	349/2	349/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	817						3				
59	59	699/4	699/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	818						3				
59	59	175	175	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	819						3				
59	59	701/4	701/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	820						3				
59	59	351/2	351/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														
59	59	351/2	351/2	0.0		3/8	3/8	Spanner	6/8	1	1	0									3					
59	59	351/2	351/2	0.16666666666666666		3/8	3/8	Chord	6/8	1	1	1/24		1/16	2/3	821					3					
59	59	527/3	527/3	0.16666666666666666		5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	822					3					
59	59	1055/6	1055/6	0.16666666666666666		11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	823					3					
59	59	176	176	0.16666666666666666		1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	824					3					
59	59	1057/6	1057/6	0.16666666666666666		13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	825					3					
59	59	529/3	529/3	0.16666666666666666		7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	826					3					
59	59	353/2	353/2	0.16666666666666666		5/8	5/8	Chord	6/8	1	1	1/24		1/16	2/3	827					3					
59	59	530/3	530/3	0.16666666666666666		2/3	2/3	Chord	6/8	1	1	1/24		1/16	2/3	828					3					
59	59	1061/6	1061/6	0.16666666666666666		17/24	17/24	Chord	6/8	1	1	1/24		1/16	2/3	829					3					
59	59	349/2	349/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	830										
59	59	175	175	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	831										
59	59	351/2	351/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	832										
59	59	176	176	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	833										
59	59	353/2	353/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	834										
60	60	177	177	0.0		0	0	Spanner	6/8	1	1	0														
60	60	177	177	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	835										
60	60	357/2	357/2	0.0		3/8	3/8	Spanner	6/8	1	1	0												0		
60	60	357/2	357/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	836								0		
60	60	177	177	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	837										
60	60	355/2	355/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	838										
60	60	178	178	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	839										
60	60	357/2	357/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	840										
60	60	179	179	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	841										
60	60	359/2	359/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	842										
61	61	180	180	0.0		0	0	Spanner	6/8	1	1	0														
61	61	180	180	0.0		0	0	Spanner	6/8	1	1	0										4				
61	61	180	180	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	843				45		4				
61	61	363/2	363/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	844				45		4				
61	61	180	180	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	845						4				
61	61	721/4	721/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	846						4				
61	61	361/2	361/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	847						4				
61	61	723/4	723/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	848						4				
61	61	181	181	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	849						4				
61	61	725/4	725/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	850						4				
61	61	363/2	363/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	851						4				
61	61	727/4	727/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	852						4				
61	61	182	182	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	853						4				
61	61	729/4	729/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	854						4				
61	61	365/2	365/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	855						4				
61	61	731/4	731/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	856						4				
61	61	180	180	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	857				46						
61	61	181	181	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	858				46						
61	61	363/2	363/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	859				46						
61	61	365/2	365/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	860										
61	61	180	180	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	861										
62	62	183	183	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	862				45		4				
62	62	369/2	369/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	863						4				
62	62	183	183	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	864						4				
62	62	733/4	733/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	865						4				
62	62	367/2	367/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	866						4				
62	62	735/4	735/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	867						4				
62	62	184	184	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	868						4				
62	62	737/4	737/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	869						4				
62	62	369/2	369/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	870						4				
62	62	739/4	739/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	871						4				
62	62	185	185	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	872						4				
62	62	741/4	741/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	873						4				
62	62	371/2	371/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	874						4				
62	62	743/4	743/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	875						4				
62	62	183	183	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	876				47						
62	62	184	184	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	877				47						
62	62	369/2	369/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	878				47						
62	62	371/2	371/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	879										
62	62	183	183	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	880										
63	63	186	186	0.0		0	0	Spanner	6/8	1	1	0														
63	63	186	186	0.0		0	0	Spanner	6/8	1	1	0									4					
63	63	186	186	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	881				48	4					
63	63	375/2	375/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	882				48	4					
63	63	186	186	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	883					4					
63	63	745/4	745/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	884					4					
63	63	373/2	373/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	885					4					
63	63	747/4	747/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	886					4					
63	63	187	187	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	887					4					
63	63	749/4	749/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	888					4					
63	63	375/2	375/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	889					4					
63	63	751/4	751/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	890					4					
63	63	188	188	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	891					4					
63	63	753/4	753/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	892					4					
63	63	377/2	377/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	893					4					
63	63	755/4	755/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	894					4					
63	63	186	186	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	895				49						
63	63	187	187	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	896				49						
63	63	375/2	375/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	897				49						
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	898										
63	63	186	186	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	899										
64	64	189	189	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	900				48	4					
64	64	381/2	381/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	901					4					
64	64	189	189	0.25		0	0	Chord	6/8	1	2	1/16		1/16	1	902					4					
64	64	757/4	757/4	0.25		1/16	1/16	Chord	6/8	1	2	1/16		1/16	1	903					4					
64	64	379/2	379/2	0.25		1/8	1/8	Chord	6/8	1	2	1/16		1/16	1	904					4					
64	64	759/4	759/4	0.25		3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	905					4					
64	64	190	190	0.25		1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	906					4					
64	64	761/4	761/4	0.25		5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	907					4					
64	64	381/2	381/2	0.25		3/8	3/8	Chord	6/8	1	2	1/16		1/16	1	908					4					
64	64	763/4	763/4	0.25		7/16	7/16	Chord	6/8	1	2	1/16		1/16	1	909					4					
64	64	191	191	0.25		1/2	1/2	Chord	6/8	1	2	1/16		1/16	1	910					4					
64	64	765/4	765/4	0.25		9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	911					4					
64	64	383/2	383/2	0.25		5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	912					4					
64	64	767/4	767/4	0.25		11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	913					4					
64	64	189	189	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	914				50						
64	64	190	190	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	915				50						
64	64	381/2	381/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	916				50						
64	64	383/2	383/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	917										
64	64	189	189	3.0		0	0	Chord	6/8	2	2	3/4		1/2	3/2	918										
65	65	192	192	0.0		0	0	Dynamic	6/8	1	1	0						p								
65	65	192	192	0.0		0	0	Spanner	6/8	1	1	0														
65	65	385/2	385/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	919										
65	65	193	193	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	920										
65	65	387/2	387/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	921										
65	65	194	194	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	922										
65	65	389/2	389/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	923										
65	65	192	192	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	924										
65	65	769/4	769/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	925										
65	65	385/2	385/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	926										
65	65	771/4	771/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	927										
65	65	193	193	0.16666666666666666		1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	928										
65	65	1159/6	1159/6	0.16666666666666666		7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	929										
65	65	580/3	580/3	0.16666666666666666		1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	930										
65	65	387/2	387/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	931										
65	65	775/4	775/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	932										
65	65	194	194	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	933										
65	65	777/4	777/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	934										
65	65	389/2	389/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	935										
65	65	779/4	779/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	936										
66	66	391/2	391/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	937										
66	66	196	196	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	938										
66	66	393/2	393/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	939										
66	66	197	197	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	940										
66	66	395/2	395/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	941										
66	66	195	195	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	942										
66	66	781/4	781/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	943										
66	66	391/2	391/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	944										
66	66	783/4	783/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	945										
66	66	196	196	0.16666666666666666		1/4	1/4	Chord	6/8	2	1	1/24		1/16	2/3	946										
66	66	1177/6	1177/6	0.16666666666666666		7/24	7/24	Chord	6/8	2	1	1/24		1/16	2/3	947										
66	66	589/3	589/3	0.16666666666666666		1/3	1/3	Chord	6/8	2	1	1/24		1/16	2/3	948										
66	66	393/2	393/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	949										
66	66	787/4	787/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	950										
66	66	197	197	0.16666666666666666		1/2	1/2	Chord	6/8	2	1	1/24		1/16	2/3	951										
66	66	1183/6	1183/6	0.16666666666666666		13/24	13/24	Chord	6/8	2	1	1/24		1/16	2/3	952										
66	66	592/3	592/3	0.16666666666666666		7/12	7/12	Chord	6/8	2	1	1/24		1/16	2/3	953										
66	66	395/2	395/2	0.16666666666666666		5/8	5/8	Chord	6/8	2	1	1/24		1/16	2/3	954										
66	66	593/3	593/3	0.16666666666666666		2/3	2/3	Chord	6/8	2	1	1/24		1/16	2/3	955										
66	66	1187/6	1187/6	0.16666666666666666		17/24	17/24	Chord	6/8	2	1	1/24		1/16	2/3	956										
67	67	397/2	397/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	957										
67	67	199	199	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	958										
67	67	399/2	399/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	959										
67	67	200	200	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	960										
67	67	401/2	401/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	961										
67	67	198	198	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	962										
67	67	793/4	793/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	963										
67	67	397/2	397/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	964										
67	67	795/4	795/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	965										
67	67	199	199	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	966										
67	67	797/4	797/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	967										
67	67	399/2	399/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	968										
67	67	799/4	799/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	969										
67	67	200	200	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	970										
67	67	801/4	801/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	971										
67	67	401/2	401/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	972										
67	67	803/4	803/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	973										
68	68	201	201	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	974										
68	68	403/2	403/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	975										
68	68	202	202	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	976										
68	68	405/2	405/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	977										
68	68	203	203	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	978										
68	68	407/2	407/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	979										
68	68	201	201	0.0		0	0	Spanner	6/8	2	1	0												1		
68	68	201	201	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	980								1		
68	68	201	201	0.5		0	0	Chord	6/8	2	2	1/8		1/8	1	981										
69	69	205	205	0.0		1/4	1/4	Spanner	6/8	1	1	0										5				
69	69	205	205	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	982				51		5				
69	69	411/2	411/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	983				51		5				
69	69	413/2	413/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	984						5				
69	69	204	204	0.0		0	0	Spanner	6/8	2	1	0														
69	69	204	204	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	985										
69	69	817/4	817/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	986										
69	69	409/2	409/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	987										
69	69	819/4	819/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	988										
69	69	205	205	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	989										
69	69	821/4	821/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	990										
69	69	411/2	411/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	991										
69	69	823/4	823/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	992										
69	69	206	206	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	993										
69	69	825/4	825/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	994										
69	69	413/2	413/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	995										
69	69	827/4	827/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	996										
70	70	208	208	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	997				52		5				
70	70	417/2	417/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	998				52		5				
70	70	419/2	419/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	999						5				
70	70	207	207	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	1000										
70	70	829/4	829/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	1001										
70	70	415/2	415/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1002										
70	70	831/4	831/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1003										
70	70	208	208	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1004										
70	70	833/4	833/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1005										
70	70	417/2	417/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	1006										
70	70	835/4	835/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	1007										
70	70	209	209	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	1008										
70	70	837/4	837/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	1009										
70	70	419/2	419/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	1010										
70	70	839/4	839/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	1011										
